,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio
0,Afghanistan,AFG,2021-05-11,504502.0,448878.0,55624.0,12,40194523.0,1.116764092461055
1,Afghanistan,AFG,2021-05-20,547901.0,470341.0,77560.0,10,40194523.0,1.1701619148459605
2,Afghanistan,AFG,2021-05-24,573277.0,476367.0,96910.0,10,40194523.0,1.1851540071765498
3,Afghanistan,AFG,2021-05-26,590454.0,479372.0,111082.0,19,40194523.0,1.1926301501326437
4,Afghanistan,AFG,2021-05-27,593313.0,479574.0,113739.0,14,40194523.0,1.1931327061649668
5,Afghanistan,AFG,2021-05-30,600152.0,480226.0,119926.0,20,40194523.0,1.1947548177148415
6,Afghanistan,AFG,2021-06-02,626290.0,481690.0,144600.0,34,40194523.0,1.1983971049986089
7,Afghanistan,AFG,2021-06-03,630305.0,481800.0,148505.0,27,40194523.0,1.1986707741251215
8,Afghanistan,AFG,2021-06-08,641295.0,482952.0,158343.0,64,40194523.0,1.2015368362500534
9,Afghanistan,AFG,2021-06-14,662003.0,484737.0,177266.0,85,40194523.0,1.2059777398030076
10,Afghanistan,AFG,2021-06-22,765890.0,582128.0,183762.0,78,40194523.0,1.4482769207137998
11,Afghanistan,AFG,2021-06-27,835694.0,649434.0,186260.0,56,40194523.0,1.6157275955234
12,Afghanistan,AFG,2021-06-30,886854.0,699200.0,187654.0,77,40194523.0,1.7395404841599935
13,Afghanistan,AFG,2021-07-05,915671.0,726349.0,189322.0,84,40194523.0,1.8070845124844497
14,Afghanistan,AFG,2021-07-07,934463.0,735213.0,199250.0,55,40194523.0,1.8291372682790636
15,Afghanistan,AFG,2021-07-11,962093.0,742934.0,219159.0,86,40194523.0,1.8483463530590973
16,Afghanistan,AFG,2021-08-20,1201286.0,770542.0,430744.0,7,40194523.0,1.9170323280114556
17,Afghanistan,AFG,2021-11-14,4018197.0,3530173.0,3188609.0,0,40194523.0,8.782721466802828
18,Albania,ALB,2021-02-02,550.0,549.0,1.0,13,2870780.0,0.019123722472638098
19,Albania,ALB,2021-02-09,1127.0,689.0,438.0,12,2870780.0,0.024000445871853644
20,Albania,ALB,2021-02-17,1701.0,1090.0,611.0,15,2870780.0,0.03796877503674959
21,Albania,ALB,2021-02-18,3049.0,2438.0,611.0,18,2870780.0,0.08492465462348212
22,Albania,ALB,2021-02-22,6728.0,6073.0,655.0,13,2870780.0,0.21154529431025715
23,Albania,ALB,2021-05-11,622507.0,440921.0,181586.0,4,2870780.0,15.358926842182264
24,Albania,ALB,2021-05-12,632676.0,444755.0,187921.0,4,2870780.0,15.492479395843638
25,Albania,ALB,2021-05-13,638338.0,445402.0,192936.0,3,2870780.0,15.515016824695726
26,Albania,ALB,2021-05-14,653330.0,448571.0,204759.0,3,2870780.0,15.625404942210826
27,Albania,ALB,2021-05-17,680083.0,456980.0,223103.0,3,2870780.0,15.918321849810853
28,Albania,ALB,2021-05-18,688947.0,460191.0,228756.0,3,2870780.0,16.030172984345718
29,Albania,ALB,2021-05-19,697811.0,463402.0,234409.0,1,2870780.0,16.14202411888058
30,Albania,ALB,2021-05-20,703743.0,466083.0,237660.0,2,2870780.0,16.23541337197556
31,Albania,ALB,2021-05-21,708846.0,469169.0,239677.0,2,2870780.0,16.342910289189696
32,Albania,ALB,2021-05-23,716616.0,472840.0,243776.0,1,2870780.0,16.470784943464842
33,Albania,ALB,2021-05-24,725135.0,475237.0,249898.0,2,2870780.0,16.554281414807125
34,Albania,ALB,2021-05-26,748986.0,479789.0,269197.0,2,2870780.0,16.712844592758763
35,Albania,ALB,2021-05-27,759043.0,481788.0,277255.0,0,2870780.0,16.782477236151845
36,Albania,ALB,2021-05-30,772204.0,485162.0,287042.0,1,2870780.0,16.900006270072943
37,Albania,ALB,2021-05-31,776461.0,486128.0,290333.0,1,2870780.0,16.93365566152753
38,Albania,ALB,2021-06-01,780342.0,487078.0,293264.0,1,2870780.0,16.966747713165063
39,Albania,ALB,2021-06-03,787321.0,490050.0,297271.0,0,2870780.0,17.070273584182697
40,Albania,ALB,2021-06-06,798624.0,492522.0,306102.0,0,2870780.0,17.156382585917417
41,Albania,ALB,2021-06-07,803682.0,493346.0,310336.0,0,2870780.0,17.185085586495656
42,Albania,ALB,2021-06-08,809992.0,494437.0,315555.0,1,2870780.0,17.223089195270973
43,Albania,ALB,2021-06-09,816556.0,496024.0,320532.0,0,2870780.0,17.278370338374938
44,Albania,ALB,2021-06-10,823053.0,498437.0,324616.0,0,2870780.0,17.362424149534274
45,Albania,ALB,2021-06-11,830281.0,501735.0,328546.0,0,2870780.0,17.477305819324364
46,Albania,ALB,2021-06-12,834868.0,503721.0,331147.0,1,2870780.0,17.546485624116094
47,Albania,ALB,2021-06-13,836430.0,504257.0,332173.0,0,2870780.0,17.565156507987375
48,Albania,ALB,2021-06-14,842535.0,507764.0,334771.0,0,2870780.0,17.687318429137726
49,Albania,ALB,2021-06-15,848430.0,507854.0,340576.0,0,2870780.0,17.69045346560865
50,Albania,ALB,2021-06-16,854227.0,509282.0,344945.0,1,2870780.0,17.740196044280648
51,Albania,ALB,2021-06-17,862628.0,511175.0,351453.0,0,2870780.0,17.806136311385757
52,Albania,ALB,2021-06-20,880912.0,515884.0,365028.0,0,2870780.0,17.970168386292226
53,Albania,ALB,2021-06-21,890052.0,519674.0,370378.0,0,2870780.0,18.102188255456706
54,Albania,ALB,2021-06-22,901429.0,525800.0,375629.0,1,2870780.0,18.31557973791095
55,Albania,ALB,2021-06-23,912874.0,532225.0,380649.0,0,2870780.0,18.53938650819638
56,Albania,ALB,2021-06-24,922886.0,537018.0,385868.0,0,2870780.0,18.706344617142378
57,Albania,ALB,2021-06-28,943439.0,547300.0,396139.0,0,2870780.0,19.064505117076195
58,Albania,ALB,2021-06-29,955498.0,556252.0,399246.0,0,2870780.0,19.376336744717463
59,Albania,ALB,2021-06-30,968034.0,564530.0,403504.0,0,2870780.0,19.664690432565365
60,Albania,ALB,2021-07-01,974486.0,567084.0,407402.0,0,2870780.0,19.753655800862482
61,Albania,ALB,2021-07-02,981499.0,569352.0,412147.0,0,2870780.0,19.832658719929775
62,Albania,ALB,2021-07-04,988550.0,571759.0,416791.0,0,2870780.0,19.916503528657717
63,Albania,ALB,2021-07-05,994081.0,574187.0,419894.0,0,2870780.0,20.001079845895543
64,Albania,ALB,2021-07-06,1000063.0,576905.0,423158.0,0,2870780.0,20.095757947317452
65,Albania,ALB,2021-07-07,1005663.0,579552.0,426111.0,0,2870780.0,20.187962853301194
66,Albania,ALB,2021-07-08,1011297.0,582106.0,429191.0,0,2870780.0,20.27692822159831
67,Albania,ALB,2021-07-09,1016554.0,584832.0,431722.0,0,2870780.0,20.371884992928752
68,Albania,ALB,2021-07-10,1021408.0,587238.0,434170.0,0,2870780.0,20.455694967918127
69,Albania,ALB,2021-07-11,1022802.0,587876.0,434926.0,0,2870780.0,20.477918893123125
70,Albania,ALB,2021-07-12,1029234.0,590476.0,438758.0,0,2870780.0,20.568486613394267
71,Albania,ALB,2021-07-13,1035667.0,592502.0,443165.0,0,2870780.0,20.639059767728632
72,Albania,ALB,2021-07-14,1043499.0,594669.0,448830.0,0,2870780.0,20.714544479200775
73,Albania,ALB,2021-07-15,1052108.0,596977.0,455131.0,0,2870780.0,20.7949407478107
74,Albania,ALB,2021-07-16,1060042.0,599387.0,460655.0,0,2870780.0,20.878890057754337
75,Albania,ALB,2021-07-17,1067135.0,601701.0,465434.0,0,2870780.0,20.959495328795658
76,Albania,ALB,2021-07-18,1069365.0,602460.0,466905.0,0,2870780.0,20.98593413636712
77,Albania,ALB,2021-07-20,1082424.0,609538.0,472886.0,0,2870780.0,21.232487337936032
78,Albania,ALB,2021-07-21,1095453.0,616592.0,478861.0,0,2870780.0,21.47820452977936
79,Albania,ALB,2021-07-22,1109785.0,624490.0,485295.0,0,2870780.0,21.753321396972254
80,Albania,ALB,2021-07-25,1138771.0,640047.0,498724.0,0,2870780.0,22.295229867840796
81,Albania,ALB,2021-07-29,1179769.0,660756.0,519013.0,1,2870780.0,23.016601759800473
82,Albania,ALB,2021-07-30,1190847.0,665632.0,525215.0,0,2870780.0,23.186451069047436
83,Albania,ALB,2021-07-31,1198933.0,670215.0,528718.0,0,2870780.0,23.346094092894614
84,Albania,ALB,2021-08-01,1203087.0,672765.0,530322.0,0,2870780.0,23.43492012623747
85,Albania,ALB,2021-08-02,1212761.0,677938.0,534823.0,0,2870780.0,23.615115055838483
86,Albania,ALB,2021-08-03,1221640.0,683052.0,538588.0,0,2870780.0,23.79325479486411
87,Albania,ALB,2021-08-04,1229405.0,687768.0,541637.0,0,2870780.0,23.957530705940545
88,Albania,ALB,2021-08-05,1238036.0,693000.0,545036.0,0,2870780.0,24.139780826116944
89,Albania,ALB,2021-08-08,1259952.0,706470.0,553482.0,1,2870780.0,24.60899128459861
90,Albania,ALB,2021-08-10,1280239.0,720232.0,560007.0,1,2870780.0,25.088373194741497
91,Albania,ALB,2021-08-13,1309995.0,742540.0,567455.0,0,2870780.0,25.86544423466793
92,Albania,ALB,2021-08-15,1321198.0,750965.0,570233.0,2,2870780.0,26.15891848208501
93,Albania,ALB,2021-08-16,1330754.0,757938.0,572816.0,1,2870780.0,26.401814141104506
94,Albania,ALB,2021-08-17,1340339.0,764997.0,575342.0,2,2870780.0,26.64770550164067
95,Albania,ALB,2021-08-19,1358228.0,776986.0,581242.0,3,2870780.0,27.06532719330635
96,Albania,ALB,2021-08-21,1373349.0,785724.0,587625.0,2,2870780.0,27.36970440089453
97,Albania,ALB,2021-08-22,1376763.0,787510.0,589253.0,2,2870780.0,27.431917457973093
98,Albania,ALB,2021-08-23,1386713.0,792663.0,594050.0,1,2870780.0,27.611415712802795
99,Albania,ALB,2021-08-24,1396390.0,797441.0,598949.0,0,2870780.0,27.777851315670304
100,Albania,ALB,2021-08-25,1405653.0,802394.0,603259.0,2,2870780.0,27.95038282278684
101,Albania,ALB,2021-08-26,1415907.0,807368.0,608539.0,3,2870780.0,28.123645838413253
102,Albania,ALB,2021-08-27,1427977.0,812555.0,615422.0,3,2870780.0,28.304328440354187
103,Albania,ALB,2021-08-29,1444764.0,818955.0,625809.0,3,2870780.0,28.52726436717547
104,Albania,ALB,2021-08-30,1458048.0,824170.0,633878.0,2,2870780.0,28.708922313796247
105,Albania,ALB,2021-08-31,1472316.0,830396.0,641920.0,3,2870780.0,28.92579717010708
106,Albania,ALB,2021-09-01,1485250.0,836613.0,648637.0,3,2870780.0,29.142358522770817
107,Albania,ALB,2021-09-02,1499898.0,844304.0,655594.0,3,2870780.0,29.410264806080576
108,Albania,ALB,2021-09-06,1539232.0,865281.0,673951.0,3,2870780.0,30.140972139975897
109,Albania,ALB,2021-09-07,1553626.0,872116.0,681510.0,4,2870780.0,30.37906074307331
110,Albania,ALB,2021-09-08,1567313.0,879459.0,687854.0,4,2870780.0,30.634844885362167
111,Albania,ALB,2021-09-09,1579402.0,885981.0,693421.0,5,2870780.0,30.862030528288482
112,Albania,ALB,2021-09-10,1589575.0,890978.0,698597.0,3,2870780.0,31.036094719901907
113,Albania,ALB,2021-09-11,1598196.0,895363.0,702833.0,4,2870780.0,31.18884066351305
114,Albania,ALB,2021-09-12,1601552.0,896926.0,704626.0,4,2870780.0,31.243285796891435
115,Albania,ALB,2021-09-13,1610157.0,900814.0,709343.0,4,2870780.0,31.378719372435366
116,Albania,ALB,2021-09-14,1618111.0,904594.0,713517.0,5,2870780.0,31.510390904214187
117,Albania,ALB,2021-09-15,1625636.0,908232.0,717404.0,5,2870780.0,31.63711604511666
118,Albania,ALB,2021-09-16,1632986.0,911372.0,721614.0,4,2870780.0,31.74649398421335
119,Albania,ALB,2021-09-17,1640239.0,914401.0,725838.0,6,2870780.0,31.852005378329235
120,Albania,ALB,2021-09-19,1649884.0,918307.0,731577.0,5,2870780.0,31.98806596116735
121,Albania,ALB,2021-09-20,1657595.0,921001.0,736594.0,6,2870780.0,32.08190805286368
122,Albania,ALB,2021-09-21,1665590.0,923771.0,741819.0,7,2870780.0,32.17839750869102
123,Albania,ALB,2021-09-22,1674093.0,926652.0,747441.0,7,2870780.0,32.27875350949916
124,Albania,ALB,2021-09-23,1683644.0,929624.0,754020.0,7,2870780.0,32.38227938051679
125,Albania,ALB,2021-09-24,1693555.0,932595.0,760960.0,8,2870780.0,32.48577041779586
126,Albania,ALB,2021-09-27,1715133.0,938985.0,776148.0,11,2870780.0,32.70835800723149
127,Albania,ALB,2021-09-28,1723996.0,941418.0,782578.0,13,2870780.0,32.79310849316214
128,Albania,ALB,2021-09-29,1732549.0,944011.0,788538.0,15,2870780.0,32.88343237726332
129,Albania,ALB,2021-09-30,1741373.0,946495.0,794878.0,17,2870780.0,32.96995938386083
130,Albania,ALB,2021-10-01,1749106.0,948553.0,800553.0,13,2870780.0,33.0416472178293
131,Albania,ALB,2021-10-02,1756040.0,950620.0,805420.0,7,2870780.0,33.11364855544486
132,Albania,ALB,2021-10-04,1764714.0,952949.0,811765.0,3,2870780.0,33.19477633256467
133,Albania,ALB,2021-10-05,1771542.0,955083.0,816459.0,5,2870780.0,33.26911153066414
134,Albania,ALB,2021-10-06,1778093.0,957147.0,820946.0,7,2870780.0,33.341008367064
135,Albania,ALB,2021-10-07,1783984.0,958874.0,825110.0,9,2870780.0,33.40116623356718
136,Albania,ALB,2021-10-08,1789592.0,960652.0,828940.0,12,2870780.0,33.46310062073722
137,Albania,ALB,2021-10-09,1795351.0,962281.0,833070.0,7,2870780.0,33.51984478086095
138,Albania,ALB,2021-10-12,1810433.0,968117.0,842316.0,9,2870780.0,33.723134479131105
139,Albania,ALB,2021-10-13,1816580.0,970703.0,845877.0,6,2870780.0,33.81321452706233
140,Albania,ALB,2021-10-17,1836856.0,979655.0,857201.0,3,2870780.0,34.1250461547036
141,Albania,ALB,2021-10-18,1842661.0,982467.0,860194.0,10,2870780.0,34.2229986275507
142,Albania,ALB,2021-10-19,1848634.0,985320.0,863314.0,9,2870780.0,34.322379283679
143,Albania,ALB,2021-10-20,1854615.0,988414.0,866201.0,12,2870780.0,34.430154870801665
144,Albania,ALB,2021-10-21,1860335.0,991371.0,868964.0,8,2870780.0,34.53315823574081
145,Albania,ALB,2021-10-22,1865942.0,994446.0,871496.0,6,2870780.0,34.64027198183072
146,Albania,ALB,2021-10-24,1873903.0,998130.0,875773.0,7,2870780.0,34.76859947470722
147,Albania,ALB,2021-10-25,1879391.0,1000993.0,878398.0,4,2870780.0,34.86832846822118
148,Albania,ALB,2021-10-27,1891041.0,1007734.0,883307.0,8,2870780.0,35.10314269989341
149,Albania,ALB,2021-10-28,1896652.0,1011039.0,885613.0,5,2870780.0,35.21826820585346
150,Albania,ALB,2021-10-29,1901824.0,1013959.0,887865.0,9,2870780.0,35.31998272246567
151,Albania,ALB,2021-11-01,1909861.0,1018154.0,891707.0,8,2870780.0,35.466110255749314
152,Albania,ALB,2021-11-03,1926604.0,1025180.0,898625.0,6,2870780.0,35.710852102912796
153,Albania,ALB,2021-11-06,1944676.0,1031588.0,904858.0,4,2870780.0,35.93406669964261
154,Albania,ALB,2021-11-07,1947148.0,1032457.0,905876.0,2,2870780.0,35.96433721845631
155,Albania,ALB,2021-11-09,1963359.0,1037546.0,910845.0,11,2870780.0,36.14160611401779
156,Albania,ALB,2021-11-10,1971973.0,1040015.0,913524.0,4,2870780.0,36.227610614536815
157,Albania,ALB,2021-11-11,1980231.0,1042227.0,916432.0,5,2870780.0,36.304662844244426
158,Albania,ALB,2021-11-14,2000104.0,1047822.0,924194.0,3,2870780.0,36.49955761152021
159,Albania,ALB,2021-11-16,2016954.0,1051540.0,930527.0,7,2870780.0,36.62906945150795
160,Albania,ALB,2021-11-17,2025561.0,1053553.0,933630.0,7,2870780.0,36.69918976724096
161,Albania,ALB,2021-11-18,2033766.0,1055690.0,936539.0,10,2870780.0,36.77362946655613
162,Algeria,DZA,2021-08-20,4146091.0,3421279.0,724812.0,31,44913143.0,7.617545269543928
163,Algeria,DZA,2021-09-04,8000000.0,5000000.0,3000000.0,34,44913143.0,11.13259875845251
164,Algeria,DZA,2021-09-25,10049978.0,6017036.0,4032942.0,10,44913143.0,13.39704950063281
165,Algeria,DZA,2021-10-24,11080739.0,6328806.0,4751933.0,3,44913143.0,14.091211563617358
166,Algeria,DZA,2021-10-27,11148720.0,6351998.0,4796722.0,5,44913143.0,14.142849009698564
167,Algeria,DZA,2021-10-30,11179354.0,6364327.0,4815027.0,6,44913143.0,14.170299771717158
168,Algeria,DZA,2021-11-02,11271319.0,6399209.0,4872110.0,4,44913143.0,14.247965233695625
169,Algeria,DZA,2021-11-08,11316115.0,6418827.0,4897288.0,4,44913143.0,14.291645098184288
170,Algeria,DZA,2021-11-13,11376816.0,6446373.0,4930443.0,5,44913143.0,14.352976811264357
171,Andorra,AND,2021-03-08,3611.0,2439.0,1172.0,0,77355.0,3.152995927865038
172,Andorra,AND,2021-03-10,4914.0,3650.0,1264.0,0,77355.0,4.71850559110594
173,Andorra,AND,2021-03-15,8363.0,7098.0,1265.0,1,77355.0,9.175877448128757
174,Andorra,AND,2021-04-05,15269.0,9781.0,4484.0,0,77355.0,12.644302242906083
175,Andorra,AND,2021-04-19,26414.0,21733.0,4681.0,0,77355.0,28.095145756576823
176,Andorra,AND,2021-04-26,28503.0,23822.0,4681.0,0,77355.0,30.795682244198826
177,Andorra,AND,2021-05-03,28881.0,24182.0,4699.0,2,77355.0,31.261069097020233
178,Andorra,AND,2021-05-10,31633.0,26931.0,4702.0,0,77355.0,34.81481481481482
179,Andorra,AND,2021-05-17,32317.0,27613.0,4704.0,0,77355.0,35.69646435265981
180,Andorra,AND,2021-05-31,35916.0,27613.0,8303.0,0,77355.0,35.69646435265981
181,Andorra,AND,2021-06-07,41473.0,30535.0,10938.0,0,77355.0,39.47385430806024
182,Andorra,AND,2021-06-14,51107.0,34646.0,16416.0,0,77355.0,44.788313619029154
183,Andorra,AND,2021-06-21,63265.0,38667.0,24598.0,0,77355.0,49.98642621679271
184,Andorra,AND,2021-06-28,68329.0,41716.0,26613.0,0,77355.0,53.92799431193846
185,Andorra,AND,2021-07-12,70018.0,43008.0,27010.0,0,77355.0,55.59821601706418
186,Andorra,AND,2021-07-19,82349.0,48445.0,33904.0,0,77355.0,62.62685023592528
187,Andorra,AND,2021-08-01,86320.0,50747.0,35573.0,0,77355.0,65.60274061146661
188,Andorra,AND,2021-08-15,91660.0,51044.0,40616.0,0,77355.0,65.98668476504427
189,Andorra,AND,2021-08-29,95918.0,52910.0,43008.0,0,77355.0,68.39893995216858
190,Andorra,AND,2021-09-26,102032.0,54312.0,47720.0,0,77355.0,70.21136319565639
191,Andorra,AND,2021-10-03,102692.0,54383.0,48309.0,0,77355.0,70.30314782496283
192,Andorra,AND,2021-10-31,104534.0,54999.0,49535.0,0,77355.0,71.09947643979058
193,Angola,AGO,2021-05-12,626572.0,586377.0,40195.0,3,34354851.0,1.7068244598120945
194,Angola,AGO,2021-05-18,681502.0,606287.0,75215.0,18,34354851.0,1.7647784296895945
195,Angola,AGO,2021-05-21,757535.0,630984.0,126551.0,8,34354851.0,1.8366663851925888
196,Angola,AGO,2021-05-26,859979.0,663049.0,196930.0,4,34354851.0,1.930001093586463
197,Angola,AGO,2021-05-31,909215.0,679034.0,230181.0,7,34354851.0,1.9765301849220656
198,Angola,AGO,2021-06-08,1115919.0,740289.0,375630.0,3,34354851.0,2.1548310601026914
199,Angola,AGO,2021-06-10,1222630.0,774926.0,447704.0,8,34354851.0,2.2556523385882246
200,Angola,AGO,2021-06-15,1314375.0,822109.0,492266.0,5,34354851.0,2.3929924772487006
201,Angola,AGO,2021-06-20,1380174.0,866381.0,513793.0,3,34354851.0,2.521859285607148
202,Angola,AGO,2021-06-24,1432699.0,909119.0,523580.0,3,34354851.0,2.646260931243742
203,Angola,AGO,2021-06-28,1488292.0,943301.0,544991.0,2,34354851.0,2.7457577970575393
204,Angola,AGO,2021-07-05,1513460.0,951772.0,561688.0,3,34354851.0,2.770415159128474
205,Angola,AGO,2021-07-12,1558201.0,958373.0,599828.0,6,34354851.0,2.789629330658427
206,Angola,AGO,2021-07-19,1592537.0,958373.0,634164.0,3,34354851.0,2.789629330658427
207,Angola,AGO,2021-08-03,1680059.0,969946.0,710113.0,2,34354851.0,2.823315985273812
208,Angola,AGO,2021-08-09,1695588.0,972978.0,722610.0,5,34354851.0,2.8321415220226105
209,Angola,AGO,2021-08-16,1727488.0,1000191.0,727297.0,14,34354851.0,2.9113530429807426
210,Angola,AGO,2021-08-20,1754073.0,1025762.0,728311.0,8,34354851.0,2.9857850351323023
211,Angola,AGO,2021-08-25,1841568.0,1110558.0,731010.0,3,34354851.0,3.2326089843905885
212,Angola,AGO,2021-09-01,2086325.0,1165755.0,920570.0,7,34354851.0,3.393276250856102
213,Angola,AGO,2021-09-11,2469333.0,1510880.0,958453.0,9,34354851.0,4.397865093345915
214,Angola,AGO,2021-09-19,2820134.0,1836547.0,983587.0,10,34354851.0,5.345815646238722
215,Angola,AGO,2021-09-26,3134137.0,2127405.0,1006732.0,16,34354851.0,6.192444263548109
216,Angola,AGO,2021-10-08,4074677.0,2863708.0,1210969.0,5,34354851.0,8.335672886486977
217,Angola,AGO,2021-10-14,4448653.0,3158501.0,1290152.0,8,34354851.0,9.19375549030907
218,Angola,AGO,2021-10-18,5224697.0,3787300.0,1437397.0,2,34354851.0,11.024061783880244
219,Angola,AGO,2021-10-20,5661085.0,4126328.0,1534757.0,8,34354851.0,12.010903496568796
220,Angola,AGO,2021-10-26,6164219.0,4498272.0,1665947.0,4,34354851.0,13.09355700596693
221,Angola,AGO,2021-11-02,6647925.0,4846094.0,1801831.0,3,34354851.0,14.105996268183496
222,Angola,AGO,2021-11-07,7246966.0,5269623.0,1977343.0,0,34354851.0,15.338803244991514
223,Angola,AGO,2021-11-11,7806481.0,5802574.0,2003907.0,0,34354851.0,16.890115459968083
224,Angola,AGO,2021-11-18,8231981.0,5950213.0,2281768.0,0,34354851.0,17.319862630171208
225,Anguilla,AIA,2021-04-22,6898.0,6115.0,783.0,0,15117.0,40.451147714493615
226,Anguilla,AIA,2021-05-17,13235.0,8811.0,4424.0,0,15117.0,58.28537408215916
227,Anguilla,AIA,2021-05-28,14443.0,9004.0,5439.0,0,15117.0,59.56208242376133
228,Anguilla,AIA,2021-06-04,14557.0,9044.0,5513.0,0,15117.0,59.82668518886023
229,Anguilla,AIA,2021-06-11,14937.0,9119.0,5818.0,0,15117.0,60.32281537342066
230,Anguilla,AIA,2021-06-18,15198.0,9183.0,6015.0,0,15117.0,60.74617979757888
231,Anguilla,AIA,2021-06-25,15789.0,9264.0,6525.0,0,15117.0,61.282000396904145
232,Anguilla,AIA,2021-07-02,16460.0,9300.0,7160.0,0,15117.0,61.52014288549316
233,Anguilla,AIA,2021-07-09,16951.0,9321.0,7630.0,0,15117.0,61.65905933717008
234,Anguilla,AIA,2021-07-16,17807.0,9362.0,8445.0,0,15117.0,61.93027717139644
235,Anguilla,AIA,2021-07-23,18001.0,9398.0,8603.0,0,15117.0,62.16841965998545
236,Anguilla,AIA,2021-07-30,18193.0,9428.0,8765.0,0,15117.0,62.36687173380962
237,Anguilla,AIA,2021-08-06,18457.0,9492.0,8965.0,0,15117.0,62.79023615796785
238,Anguilla,AIA,2021-08-20,18458.0,9493.0,8965.0,0,15117.0,62.79685122709532
239,Anguilla,AIA,2021-09-03,18471.0,9493.0,8978.0,0,15117.0,62.79685122709532
240,Anguilla,AIA,2021-09-10,18481.0,9493.0,8988.0,0,15117.0,62.79685122709532
241,Anguilla,AIA,2021-09-17,18565.0,9498.0,9067.0,0,15117.0,62.82992657273269
242,Anguilla,AIA,2021-09-24,18584.0,9498.0,9086.0,0,15117.0,62.82992657273269
243,Anguilla,AIA,2021-10-01,18704.0,9548.0,9156.0,0,15117.0,63.16068002910631
244,Anguilla,AIA,2021-10-15,18705.0,9548.0,9157.0,0,15117.0,63.16068002910631
245,Anguilla,AIA,2021-11-05,18706.0,9548.0,9158.0,0,15117.0,63.16068002910631
246,Anguilla,AIA,2021-11-12,18782.0,9624.0,9158.0,0,15117.0,63.66342528279421
247,Anguilla,AIA,2021-11-19,19066.0,9906.0,9160.0,0,15117.0,65.52887477674142
248,Antigua and Barbuda,ATG,2021-05-17,34441.0,31860.0,2581.0,0,99018.0,32.175968005817126
249,Antigua and Barbuda,ATG,2021-05-21,39519.0,32469.0,7050.0,0,99018.0,32.7910076955705
250,Antigua and Barbuda,ATG,2021-05-25,42009.0,32759.0,9250.0,0,99018.0,33.083883738310206
251,Antigua and Barbuda,ATG,2021-05-26,44230.0,32876.0,11354.0,0,99018.0,33.20204407279485
252,Antigua and Barbuda,ATG,2021-05-27,45939.0,33024.0,12915.0,0,99018.0,33.35151184633097
253,Antigua and Barbuda,ATG,2021-05-29,48347.0,33214.0,15133.0,0,99018.0,33.543396150194916
254,Antigua and Barbuda,ATG,2021-05-31,50329.0,33463.0,16866.0,0,99018.0,33.79486557999556
255,Antigua and Barbuda,ATG,2021-06-03,51811.0,33632.0,18179.0,0,99018.0,33.96554161869559
256,Antigua and Barbuda,ATG,2021-06-06,55578.0,34084.0,21494.0,0,99018.0,34.42202427841403
257,Antigua and Barbuda,ATG,2021-06-07,57264.0,34368.0,22896.0,0,99018.0,34.70884081682119
258,Antigua and Barbuda,ATG,2021-06-09,58074.0,34644.0,23430.0,0,99018.0,34.987578016118285
259,Antigua and Barbuda,ATG,2021-06-12,58727.0,34883.0,23844.0,0,99018.0,35.228948272031346
260,Antigua and Barbuda,ATG,2021-06-15,59582.0,35257.0,24325.0,0,99018.0,35.60665737542669
261,Antigua and Barbuda,ATG,2021-06-17,62204.0,35611.0,26593.0,0,99018.0,35.96416813104688
262,Antigua and Barbuda,ATG,2021-06-20,62809.0,35768.0,27041.0,0,99018.0,36.122725161081824
263,Antigua and Barbuda,ATG,2021-06-29,63995.0,36432.0,27563.0,0,99018.0,36.79331030721687
264,Antigua and Barbuda,ATG,2021-07-01,64455.0,36583.0,27872.0,0,99018.0,36.94580783291927
265,Antigua and Barbuda,ATG,2021-07-04,64696.0,36692.0,28004.0,0,99018.0,37.055888828293845
266,Antigua and Barbuda,ATG,2021-07-06,64823.0,36749.0,28074.0,0,99018.0,37.113454119453024
267,Antigua and Barbuda,ATG,2021-07-08,65077.0,36826.0,28251.0,0,99018.0,37.19121775838736
268,Antigua and Barbuda,ATG,2021-07-09,65337.0,36908.0,28429.0,0,99018.0,37.27403098426549
269,Antigua and Barbuda,ATG,2021-07-13,65656.0,37045.0,28611.0,0,99018.0,37.41238966652528
270,Antigua and Barbuda,ATG,2021-07-15,65757.0,37092.0,28665.0,0,99018.0,37.45985578379688
271,Antigua and Barbuda,ATG,2021-07-18,66124.0,37316.0,28808.0,0,99018.0,37.686077278878585
272,Antigua and Barbuda,ATG,2021-07-20,66408.0,37448.0,28960.0,0,99018.0,37.81938637419459
273,Antigua and Barbuda,ATG,2021-07-21,66522.0,37498.0,29024.0,0,99018.0,37.86988224363247
274,Antigua and Barbuda,ATG,2021-07-22,67847.0,37555.0,30292.0,0,99018.0,37.92744753479165
275,Antigua and Barbuda,ATG,2021-07-25,68271.0,37841.0,30430.0,0,99018.0,38.216283907976326
276,Antigua and Barbuda,ATG,2021-07-28,68715.0,38067.0,30648.0,0,99018.0,38.44452523783555
277,Antigua and Barbuda,ATG,2021-07-29,68850.0,38146.0,30704.0,0,99018.0,38.52430871154739
278,Antigua and Barbuda,ATG,2021-08-02,69290.0,38362.0,30928.0,0,99018.0,38.74245086751903
279,Antigua and Barbuda,ATG,2021-08-04,69518.0,38462.0,31056.0,0,99018.0,38.843442606394795
